part_number,name_en,name_cn,spec_cn,retail_price,fitment
205001-0021,steel rear sprocket,钢制后链轮,黑色 520/45齿,51,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""14"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
402003-0013,silvery rear hub,后轮毂,亮银色 加强型 含轴承/油封,127.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
908001-0016,rear hub oil seal,后轮油封,33*43*7,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""1-2"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
902001-0086,rear hub bush,后轮毂隔套,,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""1-3"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
401003-0005-02,silvery front hub,前轮毂,亮银色 加强型 T4含轴承/油封,127.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
902001-0084,front hub bush,前轮毂隔套,,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""2-1"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
907001-0022,front hub bearing,T4前轮轴承,取消改用W010015,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""2-2"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
908001-0015,front hub oil seal,前轮油封,26*37*7,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""2-3"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
555000-0155,engine front fixing,发动机前固定片,亚 黑 梯形/4角圆孔-中间三孔,20.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
553000-0035,silvery alloy swing arm,铝一字平叉,银 色 570mm/含自带件/调链器,408,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
902002-0049,step bush,平叉台阶套,Φ17.5*40*H12.5+Φ28+H10.5,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""1-1"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
902001-0105,bush,平叉衬套,Φ17.5*22*H105,20.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""1-4"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
203000-0073,chain,链条,灰色 KMC 520H 112L,68,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
502000-0043-02,rear shock,后减震总成,黑座白簧 L=450 350LBS BTA51RC 气囊偏25°,544,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
903017-0016,bolt,外六角对边螺栓 GB5785,兰白锌 M10*85*1.25 10.9级,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
101000-0495,engine assy.,发动机总成,抛丸 LX250 国际六档 直流点火 手离 有棉 520-13 铝缸/含侧盖/点火器/稳压器无弯-两侧打KAYO本色抛丸,1632,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
101001-0018,manifold,弯管,QG-T4 铝包胶配PE28 含卡箍,34,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
106001-0077,exhaust pipe,消音管 071,黑色 灰护罩 Φ38配LX250/含Φ39密封圈 中间固定,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
309001-0113,main cable,主线缆,配LX250/三档电门锁 防水,110.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
308001-0004,Head light,前大灯总成,白色灯罩/PHILIPS灯泡/公路车,93.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
315008-0019,Head light up bracket,前大灯上支架,亚 黑 配19款方形仪表,20.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
308003-0003,Front left turning light,前左转向灯,灯泡款 橙色线260mm 溢水孔朝下,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
308003-0004,Front right turning light,前右转向灯,灯泡款 蓝色线260mm 溢水孔朝下,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
308003-0005,Rear left turning light,后左转向灯,灯泡款 橙色线260mm 溢水孔朝下,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
308003-0006,Rear right turning light,后右转向灯,灯泡款 蓝色线260mm 溢水孔朝下,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
308002-0001-01,Tail light,后尾灯,HG/白色灯壳/无牌照架,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""8"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
308004-0004,License light,牌照灯,,22.1,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""9"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
315008-0014,Tail light bracket,塑料后尾灯架,黑 色 红色后反射器-带M6螺母/无牌照灯,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
311001-0020,Meter,仪 表,19款方形/CY1987HY,127.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""11"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
304003-0005,speed transmitter,速度传感器,外磁电感应/线长850/含磁钢4只 配CY1987HY仪表,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""13"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
555000-0100,Sensor head fixing plate,T4感应头固定片,亚黑塑 Φ12.2+Φ6.5孔/斜Z型,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""21"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
555000-0061,License bracket,TT-A牌照支架,亚 黑 椭圆孔距115*1.8/M-1,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""22"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
903012-0008,screw TM6*20,十字大扁头机牙螺丝,兰白锌 TM6*20,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
703000-0024-01,Rear rack,19款T2后货架总成/金工,亚 黑 332.8*230*132.5,64.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
555000-0160,Left passenger foot support,左载人脚踏支架,亚 黑 三角片形折弯,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
555000-0161,Right passenger foot support,右载人脚踏支架,亚 黑 三角片形折弯,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
506003-0007,Left passenger footpeg,左载人脚踏总成,镀铬 铝制/尖锥型 含5种附件 销长30 神话款,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
506003-0008,Right passenger footpeg,右载人脚踏总成,镀铬 铝制/尖锥型 含5种附件 销长30 神话款,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
802010-0121,sticker,19款T4贴花 513胶,JK19155-2/KAYO-T4 含护板贴花/平叉贴花,93.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
802010-0122,padding cover,护套皮 方型,JK19155-2/KAYO,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
404003-0012,front brake master cylinder,前大双碟刹上泵,,59.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-4"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
404005-0029,front brake oil pipe L=1190,前大双碟刹油管,,25.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-5"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
404006-0024,Front brake caliper,前大双碟刹下泵,,59.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-6"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
405000-0133,rear brake assy L=585,后碟刹总成,,136,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
405004-0020,rear brake master cylinder,后碟刹上泵总成,,51,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-3"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
405006-0025,rear brake oil pipe L=585mm,后碟刹油管,,25.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-4"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
405007-0029,rear brake lower caliper,后碟刹下泵体总成,,59.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-5"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
904002-0001-03,cotter pin 2*20 (11.1.23~),开口销 GB91,,1.7,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903016-0004,screw,内六角半圆头螺钉 GB70.2,军 绿 M6*14,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""S70"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""S70""}]"
903013-0033-03,screw M8*110(11.1.23~),内六角圆柱头螺丝 GB70-85,,10.2,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903013-0018-03,screw M8*20(11.1.23~),内六角圆柱头螺丝 GB70-85,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""15"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903007-0009-02,locking nut M14*1.5(11.1.23~),六角法兰自锁螺母 GB6187-86,,10.2,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""13"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
901001-0033-03,flange axle  Φ15*225*M14*1.5mm,法兰轴,,20.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
908001-0025,oil  seal front,油封,,8.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
551000-0139-01,frame assy.,车架总成/金工,,663,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903017-0017-02,bolt M10*110*1.25(11.1.23~),外六角对边螺栓 GB5785,,13.6,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903006-0003,nut M8 S12,六角法兰带齿螺母 GB6177-86,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""8"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903015-0006-02,screw M8*20(11.1.23~),内六角半圆头螺丝 GB70.2,,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""11"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
901001-0038-02,flange axle  Φ17*226*M16*1.5mm,法兰轴,,25.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903018-0008-03,flange bolt M6*40(11.1.23~),外六角小头法兰螺栓 GB5787,,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""11"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903017-0010-03,bolt M8*70(11.1.23~),外六角对边螺栓 GB5783,,6.8,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903019-0010-03,bolt  M6*35(11.1.23~),外六角大头法兰螺栓 GB5789,,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""22"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903013-0046,screw M10*45*1.25,内六角圆柱头螺丝 GB70-85,,6.8,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903013-0046-02,screw M10*45*1.25(11.1.23~),内六角圆柱头螺丝 GB70-85,,6.8,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903002-0005-03,flat washer Φ8*28*1.5(11.1.23~),平垫 GB97.1-85,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
101000-0657,engine assy.,发动机总成,,1156,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903020-0002-03,bolt M10*35*1.5 S17(11.1.23~),外六角台阶螺栓,,6.8,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
506003-0033,right footpeg assy.,右脚踏总成,,34,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903002-0011-02,flat washer Φ13*20*1.5(11.1.23~),平垫 GB97.1-85,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
102000-0095,carburetor(EPA),化油器,,110.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
105003-0032,air inlet pipe Φ48,空滤器进气胶管,,42.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
106001-0132,exhaust pipe,消音管,,68,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
309001-0105-02,main cable,主线缆,,76.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
303001-0004-02,CDI,点火器,,17,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
306001-0024,ignition coil,高压包,,25.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
805001-0033,fuel tank assy.,油箱总成,,153,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903013-0015,screw M6*45,内六角圆柱头螺丝 GB70-85,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903013-0015-02,screw M6*45(11.1.23~),内六角圆柱头螺丝 GB70-85,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
805003-0004-02,fuel tank cover Φ47,塑料油箱盖,,10.2,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
908003-0014,bush Ф9.5*22*H4(1.1.24~),油箱橡胶套,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""13"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
902002-0076,bush Ф6.5*10*H13+Ф22+H2,油箱台阶套,,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""15"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903009-0009-02,screw M6*8(11.1.23~),十字盘头机牙螺丝 GB823-88,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""18"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903012-0009-02,screw TM6*25(11.1.23~),十字大扁头机牙螺丝,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""27"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
903010-0010-02,screw  ST6.3*40(11.1.23~),十字扁头自攻螺丝 GB845-85,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""24"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
903010-0008-02,screw ST4.8*19(11.1.23~),十字盘头自攻螺丝 GB845-85,,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""26"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
308001-0035,headlight assy.,前大灯总成,,119,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
308006-0023,headlamp housing,前大灯外壳,,34,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-1"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
308005-0010,Headlight,前大灯灯泡,,85,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-2"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
315008-0024,lower bracket,前大灯下支架,,17,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
801010-0022,cable clip  Φ13,过线卡,,6.8,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""8"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
802009-0087,sticker2024(EPA),K2贴花 468胶,,85,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
802013-0078,warning sticker,警告标识,,8.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
101024-0531,intake paper gasket,,,8.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": ""E-01"", ""variant"": ""EPA"", ""callout_no"": null, ""confidence"": ""high"", ""model_code"": ""K2""}]"
101035-0212,Spark Plug for K4 EPA,火花塞 LG D8RTC电阻型,,17,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": ""CYLINDER HEAD ASSY/CYLINDER ASSEMBLY"", ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
101024-0529,air pip for K2 EPA,通气管,,17,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K2"", ""section"": ""E-08"", ""variant"": ""EPA"", ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
101029-0870,OIL SEAL 16×28×7,ZS/CP250【E3-4】CB125脚启动轴油封(16×28×7_丁腈胶),,17,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""K2"", ""section"": ""CRANKCASE COVER"", ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
101029-0877,抛丸 纯电启 不带启动轴孔/打刻KAYO拷钝化漆,ZS/CP250右曲轴箱盖,,110.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": ""CRANKCASE COVER"", ""variant"": ""EPA"", ""callout_no"": ""11"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
101029-0886,FRONT PART，L.CRANKCASE COVER,ZS/CP250【E3-20】CB250水冷四气门左盖(啸风款_白板_8805),,110.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""K2"", ""section"": ""CRANKCASE COVER"", ""variant"": null, ""callout_no"": ""20"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
101029-1758,PIPE ASSY,ZS/CB250-F 通气管 L型,,17,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""K2"", ""section"": ""CRANKCASE"", ""variant"": null, ""callout_no"": ""9"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
101029-1027,KICK STARTING SHAFT ASSEMBLY,ZS/CP250【E8-43】CG125D启动轴总成(油封光杆L:60_螺旋型_兰白锌),,110.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""K2"", ""section"": ""TRANSMISSION MECHANISM"", ""variant"": null, ""callout_no"": ""43"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
101029-1028,START-UP BAR COMP,ZS/CP250【E8-44】CG125D启动杆部件(QD-9)白铬,,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""K2"", ""section"": ""TRANSMISSION MECHANISM"", ""variant"": null, ""callout_no"": ""44"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
101029-1037,BOLT M6×20,ZS/CP250【E9-9】GB5783螺栓M6×20(白铬),,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""K2"", ""section"": ""GEARSHIFT MECHANISM"", ""variant"": null, ""callout_no"": ""9"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
101029-1038,GEARSHIFT SHAFT,ZS/CP250【E9-10】CG125D变速踏板部件(BT-16)白铬,,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""K2"", ""section"": ""GEARSHIFT MECHANISM"", ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""K2""}]"
